XP_015135533.1,PMT,0.990473047070658
XP_016894739.1,PMT,0.930233656409024
XP_008327121.1,PMT,0.9906668524657605
XP_008332823.1,PMT,0.9389838068322871
XP_024897922.1,PMT,0.8716432130429131
XP_005202121.4,PMT,0.930227997057229
XP_015442509.1,PMT,0.9301809765052579
XP_024865659.1,PMT,0.9860071704068909
XP_024863571.1,PMT,0.9618888506872427
XP_003822701.2,PMT,0.9953668748074274
XP_008964909.1,PMT,0.9231882246475006
XP_004571984.1,PMT,0.9141572789131215
XP_024623864.1,PMT,0.9522615518905685
XP_024591461.1,PMT,0.9756847078553089
XP_024508664.1,PMT,0.9302278442357719
XP_024508210.1,PMT,0.9956128640916491
XP_024507286.1,PMT,0.9301616726469747
XP_024506863.1,PMT,0.9824515351341575
XP_024505039.1,PMT,0.6980895175671444
XP_024504995.1,PMT,0.9279451434459327
XP_023478269.1,PMT,0.9686826578105795
XP_003462301.1,PMT,0.9301738822447518
XP_010595784.1,PMT,0.9514022257762403
XP_023366491.1,PMT,0.9973432351770082
XP_012667921.1,PMT,0.9301444560706819
XP_023342330.1,PMT,0.888097702135264
XP_014231526.2,PMT,0.9301961711585586
XP_023305264.1,PMT,0.8012777977405089
XP_023304002.1,PMT,0.9591263926321254
XP_023296111.1,PMT,0.9901096022840374
XP_014233209.1,PMT,0.9853966977550513
XP_014229304.1,PMT,0.8915418749680053
XP_014223220.1,PMT,0.9434557213146338
XP_023290117.1,PMT,0.9524613547807316
XP_012282455.1,PMT,0.9301434797063215
XP_012277908.1,PMT,0.9404731507217564
XP_012273475.1,PMT,0.6201730821492337
XP_012271849.1,PMT,0.8108441372223401
XP_023284794.1,PMT,0.9093184286968701
KRZ11933.1,PMT,0.9974660262525346
KRY83649.1,PMT,0.7771639533191494
KRY49705.1,PMT,0.9917205673269359
KRY36744.1,PMT,0.9999838567395969
KRY30244.1,PMT,0.991965754832571
KRY21110.1,PMT,0.9372830282099506
KRY20125.1,PMT,0.9942087093966457
KRX98461.1,PMT,0.9876906206498941
KRX64319.1,PMT,0.9840691178441702
KRX28331.1,PMT,0.9999958571660245
KRT81167.1,PMT,0.9300965696800597
KES23547.1,nonPMT,0.0616631428222998
AOE90583.1,nonPMT,0.2000696877943176
KES21790.1,nonPMT,0.061715321363778754
WP_000241642.1,nonPMT,0.06487546857292342
NP_958835.1,nonPMT,0.06174752097042455
WP_002866726.1,nonPMT,0.061684170043959936
KES23712.1,nonPMT,0.061698757658889415
KES19991.1,nonPMT,0.026100091639746404
KES24910.1,nonPMT,0.021736120500340902
KES22169.1,nonPMT,0.06167580506577831
KES22608.1,nonPMT,0.06895672134689347
KES23865.1,nonPMT,0.01522839174393467
ARW28182.1,nonPMT,0.016350674336433568
KES24306.1,nonPMT,0.07220967432906987
KES23503.1,nonPMT,0.3072352580680686
XP_001701377.1,nonPMT,0.2058756681421272
KES24348.1,PMT,0.5356908270491646
WP_010876832.1,nonPMT,0.13560498411602026
NP_009940.2,PMT,0.9121710809629093
KES20000.1,nonPMT,0.06166856448895972
WP_004597890.1,nonPMT,0.3748844557854045
KES24655.1,nonPMT,0.11009641928868438
WP_011142902.1,nonPMT,0.061692375141276526
KES24800.1,nonPMT,0.028018938183803983
KES22817.1,nonPMT,0.06164629466381361
KES23976.1,nonPMT,0.022170109213199632
KES24604.1,nonPMT,0.011188813594666992
KES25907.1,nonPMT,0.0510013893006424
KES22737.1,nonPMT,0.008355470824734255
KES23876.1,nonPMT,0.061752480876547194
EDX85412.1,nonPMT,0.06167112137012305
KES25116.1,nonPMT,0.0947011732415684
ARW16997.1,nonPMT,0.19386413705670688
XP_566662.1,nonPMT,0.17767083140837586
VDC78216.1,nonPMT,0.06776368086528817
KES20612.1,nonPMT,0.0021721041056186295
KES24259.1,PMT,0.5479271343956563
CDR47410.1,nonPMT,0.15903945255039675
KES23323.1,nonPMT,0.005642203100179791
KES24376.1,nonPMT,0.1425778002045729
KES21785.1,nonPMT,0.04426690772855531
AWL11242.1,nonPMT,0.061654671760736746
WP_002262945.1,nonPMT,0.06174217786035585
WP_012129609.1,nonPMT,0.06164551829295388
KES24917.1,PMT,0.570295002691386
NP_013697.1,nonPMT,0.06850029167270608
KES20938.1,nonPMT,0.004150344222447447
KES22846.1,nonPMT,0.06169204010337005
KES23009.1,nonPMT,0.007593188940584885
WP_012258897.1,nonPMT,0.012824317239769113
